"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
21.51,88,48,100,78,77,43,51,55,41,100,22,67,3.13,16,7,"3"
100,76,41,59,25,82,80,100,89,64,90,27,59,16.49,26.27,16,"9"
70,100,28,85,2,52,5.24,17,53,5.94,100,22,52,44,6,28,"6"
8,73,25,100,53,71,40,35,2,11,4.54,1,50,1,100,2.98,"2"
16,87,45,100,93,94,64,71,85,49,100,25,53,10,3.72,16.04,"3"
29,81,20,63,50,27,15,11.19,5.12,33,8,75,46,100,100,91,"5"
17.25,95,39,100,74,76,82,33,76,26.38,100,37,59,47,16,48,"7"
83,100,9,87,57,44,60,11,9.44,17,56,56,100,95,10,100,"8"
68,66,100,98,57,100,27,68,73,72,78,37,45,5,26.71,4.77,"9"
16,99,26,100,17.54,58,45,39,100,34,86,77,57,47,45,45.88,"4"
35,92,21,64,66,36,37,9.06,9.06,15,10,69,46,100,100,100,"5"
22,89,4.73,46,9,9.15,46,3.68,79,24,100,67,75,100,39,97,"0"
9,88,49,100,64,76,21,56,72,46,100,21,59,2,7.13,6.51333333333333,"3"
40,100,70,60,90,100,31,94,84,63,100,31,52,19.75,26.73,28,"9"
60,100,46,57,16.41,23,27,14,100,14,98,57,80,43,82,40.37,"4"
46,100,26,94,7.66,59,19,43,80,45,100,69,98,36,98,33.06,"4"
13.49,61,14,18,63,12.8,100,33,89,80,45,100,14,62,18,16,"0"
100,97,58,100,18,76,7.17,47,12,16,62,15.48,85,18,28,24,"6"
17,91,50,100,76,77,63,59,100,38,84,10,35,6.81,20.88,12,"3"
28,100,11,66,8.63,33,50,38,100,42,75,71,57,39,50,37.3,"4"
11,80,37,100,83,89,50,65,100,54,97,24,54,4,9.7,4.98,"3"
4,92,4,62,42,32,13,12.51,2,34,6.56,72,38,100,100,97,"5"
38,54,100,82,64,100,34,65,60,27,17,23.52,24.77,32,59,62,"8"
26,100,12.94,76,25,52,89,48,100,84,70,68,42,34,15,35.11,"4"
16.1,26,34,45,68,71,100,100,86,87,59,55,32,22,5,19.75,"1"
67,93,40,100,68,76,76,92,100,55,94,13,49,4.24,32.55,6,"9"
30.53,12,24,39,52,65,81,90,100,100,78,68,56,36,45,17.84,"1"
99,100,51,99,56,77,100,90,96,67,78,38,45,14,31.34,13.46,"9"
52,100,15,86,1,53,3.79,20,45,5.11,100,6,64,18,12,8,"6"
17.54,85,36,100,45,74,24,51,80,56,100,31,61,10,6,15.78,"3"
53,93,36.49,88,58,59,49,100,44,70,100,41,58,14.4,17.68,16,"9"
55,100,20,69,3,36,4,3,72,6.08,100,31,68,57,18.39,45,"6"
60,47,100,69,95,100,38,98,40.4,73,33,49,82,32,68,28.64,"9"
51,58,83,100,22.46,92,3,49,68,10,13,13.81,15,43,100,77,"8"
13.81,82,41,100,95,92,83,62,73,50,100,21,59,4.19,5,9,"3"
20.5,65,51,79,84,100,100,94,92,70,83,46,73,22,78,21.39,"1"
20.43,54,35,70,88,93,100,100,71,75,45,50,27,25,25,23.31,"1"
2,100,5.96,55,15,16,53,6.81,89,18,100,59,74,91,36,79,"0"
64,81,7,82,54,74,100,100,4,87,82,61,55,29,41.49,27.93,"9"
18,78,53,100,85,85,48,61,71,46,100,20,56,3.41,8.89,5,"3"
39,96,79,100,93,79,67,57,100,38,88,13,46,3.63,23.83,2,"3"
13.17,99,81,100,93,75,65,38,40,4.21,24,4.61,15,30,100,32,"7"
49,94,10,70,3.84,33,25,4.88,82,9,100,44,91,81,42,100,"0"
55,100,35,84,9,58,9.81,30,25,4,92,4.1,100,25,31,16,"6"
50,98,12,61,55,37,17,12.81,5.41,25,1,73,35,100,100,98,"5"
27.3,81,53,71,100,100,47,100,14,69,77,76,78,42,61,31.83,"9"
3,83,47,67,51,25,21.93,9.65,11,37,65,69,100,100,21,92,"8"
85,52,85,98,26.37,79,65,39,100,12.69,9,13,62,56,100,100,"8"
43,95,12,85,6.09,40,29,4,75,3.86,100,37,79,78,38,100,"0"
12.32,82,32,100,69,84,47,58,82,46,100,21,66,4.69,13,1,"3"
90,100,31.48,96,8,65,83,83,100,96,85,64,75,32,81,18.02,"9"
14.31,94,26,100,79,96,100,67,81,33,57,24.135,18,20,63,34,"7"
14,73,4.16,51,9,12,54,2.87,92,27,100,67,74,100,27,95,"0"
39,96,24,66,100,94,19,100,30,76,95,69,70,28,29.47,26.08,"9"
28.21,82,51,83,86,100,56,74,42,49,40,23,16,5.03,100,1,"1"
53,100,26,80,7.27,59,4,37,60,35,100,41,65,22,43,33.36,"4"
21.74,41,34,54,68,76,100,100,87,79,68,50,51,20,43,21.23,"1"
22.78,63,56,35,98,9.81,41,1,62,39,100,74,69,100,10,74,"8"
97,100,51,77,19,48,5.64,18,44,7.53,100,16,65,31,12,14,"6"
14,84,40.42,53,79,83,9,100,8,66,100,80,67,38,14,30.18,"9"
9,77,26,100,52,76,37,44,7,17,6.47,3.8,54,1,100,4,"2"
23.17,65,24,95,56,100,54,59,34,23,33,6.34,66,4,100,5,"2"
30.72,63,43,77,70,100,62,63,54,25,27,1,49,2,100,2.97,"1"
4,75,55,68,100,95,46,100,35.29,72,51,64,62,43,35,35.88,"9"
62,100,19.49,96,40,62,100,30,43,18.78,6,27,38,73,13,99,"8"
11.88,82,36,100,83,88,64,62,83,48,100,16,57,7.89,14,13,"3"
50,77,57,100,100,91,77,62,95,36,90,6,42,10.12,23.88,18,"3"
51,88,14,74,4.05,27,35,5.68,85,24,100,69,61,100,15,76,"0"
23,97,6,54,65,45,43,9.39,6.46,12,6.83,65,33,95,100,100,"5"
89,75,77,100,14.3,83,38,56,100,81,91,50,74,12,2,13.32,"9"
24,86,28,100,47,71,23,33,14,16.26,12.67,39,48,47,100,52,"7"
11,75,49,47,83,10,17.57,7.45,34,37,100,70,95,100,5,79,"8"
77,100,31,84,5.1,44,1,7.96,60,5,100,40,83,81,32,72,"0"
37,93,94,100,73,95,30,75,39,41,100,29,63,4,18.69,8.4,"5"
31,86,67,100,81,73,54,47,18,25,12.07,10,50,4,100,6.7,"2"
45,100,30,79,6.97,47,8,41,68,38,100,52,96,35,91,33.15,"4"
18,76,37,100,77,79,61,39,22,10,10.28,24,53,19,100,14.39,"2"
88,100,26,93,38,69,100,88,93,83,91,51,57,22,35.18,18.81,"9"
37,100,10,81,8,56,21,35,73,41,100,44,65,24,52,33.34,"4"
63,98,8,83,73,43,100,3.91,17.34,5,35,49,97,90,13,100,"8"
59,88,89,100,100,70,60,53,83,44,84,14,42,3.25,21.04,7,"3"
39,61,95,79,65,100,14.0033333333333,90,13,67,80,57,100,30,85,28.17,"9"
18,82,46,100,69,73,46,42,9,16,5.49,1,50,3,100,3.09,"2"
17,81,43,100,100,91,75,63,49,37,98,16,62,4.11,14.78,1,"3"
34,100,9.45,76,3.12,35,32,1,85,6.21,100,38,85,77,36,84,"0"
24,100,12,72,5.11,40,36,25,82,28,100,58,83,33,75,34.81,"4"
10,89,21,52,75,44,60,7.88,12,12,10.13,60,36,93,100,100,"5"
15,95,77,100,100,72,70,42,31,13,13.84,16.27,17,32,95,37,"7"
12,82,34,45,49,17.81,18,2,7.33,48,4,89,51,100,100,99,"5"
68,93,100,100,97,76,72,57,43,38,13,21,28.94,1,39,5.27,"2"
27.4,67,52,79,81,100,88,87,88,64,88,41,90,18,100,19.68,"1"
28.09,89,32,100,70,97,73,70,67,43,100,27,90,5,52,2.89,"3"
87,100,36,71,85,35,52,9.34,16.69,13,51,49,100,85,44,97,"8"
43.29,79,25,50,98,25,71,12.29,10,16,50,47,100,76,83,100,"8"
71,100,31,81,14.74,56,62,50,100,75,75,56,46,28,31,32.57,"4"
45,100,26,70,6.98,34,21,26,82,25,100,59,82,41,78,39.03,"4"
34,93,7,61,8.91,25,34,6.41,81,12,100,46,98,83,62,100,"0"
12,72,50,83,92,100,100,92,75,69,47,46,22,23,12.7466666666667,22.76,"1"
88,77,30,96,46,48,68,7.11,16.78,2,45,46,100,88,38,100,"8"
31,100,5.84,78,7,28,51,7.95,96,14,100,64,58,89,29,55,"0"
3,77,2,39,39,8.66,90,20,100,71,53,100,14.37,78,10,43,"0"
86,85,47,64,36,76,34,100,78,88,81,58,81,28,100,19.42,"9"
61,100,29,76,4,52,9.29,28,46,8,100,29,71,23,82,27.34,"4"
36,100,22,96,8.29571428571429,69,6,42,68,42,100,51,64,26,50,33.54,"4"
20.86,93,11,57,69,38,42,11.99,4,14,5,61,35,94,100,100,"5"
100,100,54,80,19,56,9.15,31,17,7,81,10.28,98,20,31,17,"6"
19,86,63,100,89,80,51,57,72,37,100,14,49,3.38,15.46,2,"3"
51,99,28,60,40,9,79,8.32,100,44,81,90,40,100,17.28,87,"0"
6,97,58,100,100,85,76,56,44,29,25,21.58,14.29,29,53,37,"7"
53,100,34,59,18.08,22,62,24,100,43,75,82,75,42,75,39.78,"4"
20,84,39,45,43,9,7,7.85,11.6,47,15,91,57,100,100,88,"5"
17,94,7.15,57,16,10,64,4.09,100,32,98,80,55,100,14,73,"0"
6,97,63,100,95,79,48,60,67,52,100,28,56,8,13.09,12.13,"3"
100,100,66,88,32,66,7,39,6.04,10,44,11.32,62,18,14,22,"6"
10.66,82,44,100,69,81,38,54,68,46,100,20,61,3.41,6,6,"3"
20,100,24,85,10.24,52,20,39,79,34,94,53,91,18,100,30.09,"4"
22,97,62,100,60,62,51,24,38,12.92,10.52,31,37,42,100,44,"7"
6,97,65,100,100,82,70,56,42,28,27,20.95,15.85,27,47,38,"7"
77,100,40,80,75,71,100,94,89,66,81,38,47,15,37.27,17.27,"9"
19.34,53,39,62,72,80,100,100,93,77,82,51,73,25,68,21.18,"1"
17.21,37,17,15.34,66,1,100,31,96,71,59,100,12,98,9,59,"0"
23,70,44,60,90,36,58,10.54,12.27,13,9,56,27,94,100,100,"5"
67,100,10,92,29,53,50,14,1,13.66,11.22,37,45,67,100,87,"8"
100,100,50,79,13,52,3.77,20,44,7.5,100,13,61,28,6,17,"6"
67,100,58,96,29,69,15.39,42,29,25,92,35,100,26,79,35.37,"4"
14.7,47,21,68,59,90,100,100,87,75,70,50,52,25,43,23.02,"1"
99,100,41,89,4,61,7.13,26,42,3.01,100,4,75,33,16,38,"6"
14.9,92,33,99,84,100,100,92,67,71,45,47,30,21,27,34.03,"7"
67,99,18,97,32,47,69,5.44,10,4,45,49,100,91,42,100,"8"
52,81,86,100,89,72,63,53,100,42,85,11,43,6.77,22.61,11,"3"
50,65,81,100,76,77,61,31,40,8.28,24.94,11,50,10,100,13,"1"
55,50,100,74,76,100,7,90,16.08,64,72,55,97,32,83,28.3,"9"
36,89,73,100,75,74,48,51,14,30,10.01,10,51,8,100,10.96,"2"
73,78,30,100,19.76,70,75,39,92,17.78,21,21,75,60,100,88,"8"
12.65,77,25,100,53,86,43,52,17,21,1,8.51,51,4.51,100,6.49,"2"
47,100,36,69,13.61,34,50,28,100,43,98,81,89,41,84,37.33,"4"
14.33,65,33,84,78,100,100,94,75,71,48,48,23,24,4,22.11,"1"
32,84,79,64,85,100,35,78,74,68,100,37,82,5.58,24.79,4.73,"9"
10.35,71,1,21,47,4.1,93,10,100,59,66,95,19,100,10,59,"0"
31,93,5.09,56,9,10,61,4.52,100,32,95,79,50,100,10,68,"0"
5,64,28,100,63,83,43,43,8,12,4.46,4.19,50,2,100,4,"2"
15.75,98,76,100,84,77,58,39,37,11.53,15,17,23,43,100,43,"7"
13.55,87,43,100,68,58,63,8,34,11.94,2,29,51,34,100,41,"7"
29.48,80,38,100,95,95,57,71,51,51,100,31,95,2,36,5.41,"3"
18,72,59,38,64,6.65,14.32,9,50,41,100,73,73,100,9,80,"8"
26,80,53,100,100,98,93,76,55,59,71,37,37,17,20.57,20.59,"3"
83,100,72,85,28,56,16.11,22,51,6.75,100,16,46,37,29,11,"6"
60,100,47,71,19,38,11.26,32,52,34,100,43,97,37,83,38.44,"4"
52,100,48,66,91,45,48,10,14.3,14.65,20,49,39,98,100,100,"5"
14,61,12,21,48,7.56,85,24,100,63,83,99,36,100,13.04,75,"0"
21,89,9.73,68,50,37,49,10.13,7,15,3,68,39,99,100,100,"5"
18,81,27,54,59,19,18,8.19,6.47,35,6,83,51,100,100,100,"5"
3,100,8.45,83,2,53,49,40,100,52,92,57,71,29,60,33.49,"4"
7,82,69,100,100,73,55,37,15,7.88,74,6.83,34,38,25.61,72,"8"
18.04,75,21,55,42,22,18,9.78,4,35,4,72,42,96,100,100,"5"
43,99,84,100,80,77,70,59,100,37,80,11,39,3.37,29.38,3,"3"
29,100,31.71,75,53,54,100,30,78,26.46,56,25,66,63,15,71,"8"
18.52,57,51,68,85,92,100,100,85,73,73,46,64,18,63,21.75,"1"
92,100,50,79,20,56,14.1,34,56,22,100,41,66,23,50,31.67,"4"
21.35,71,39,79,82,100,100,95,93,71,87,46,75,22,84,20.24,"1"
38,86,70,69,94,100,36,84,90,79,100,43,68,6,22.82,7.32,"9"
96,43,63,36.67,1,7,39.8,57,38,100,100,94,81,45,36,7,"0"
14.22,92,31,97,96,100,100,74,72,37,57,29.6,18,33,73,37,"7"
28,89,63,100,84,71,69,38,32,14,14.2,17,52,13,100,10.84,"2"
55,100,39,85,12,49,17,12,78,4.75,100,27,41,38,24.31,9,"6"
100,100,48,100,9,75,8,52,61,56,85,25,49,5.12,13.75,5,"5"
18.13,63,58,85,100,100,78,74,67,46,64,19,36.92,3.58,3,3,"1"
100,100,57,85,26,62,2,36,8.9,7,44,9.52,70,20,24,22,"6"
24.69,65,2,94,58,100,98,88,72,59,100,28,69,5,24,4.9,"3"
33,100,16,84,6.43,62,24,41,100,48,98,46,91,23,96,31.47,"4"
79,93,20,100,30,81,92,80,100,52,94,16,43,16.22,34.42,19,"9"
20.22,95,3,97,69,100,100,100,52,80,23,55,16,26,34,36.24,"7"
49,100,19.29,30,39,36.52,100,59,49,79,19,44,85,80,23,21,"0"
21.57,38,42,60,74,100,62,61,55,17,3,1,19,4.05,100,5,"1"
11.7666666666667,78,34,96,87,100,100,82,59,63,67,39,55,15,11,21.22,"3"
4,98,6,73,96,100,16,97,24.23,72,100,89,51,43,13,35,"9"
54,90,22,65,100,77,48,100,14,49,39.61,26.47,73,16,44,66,"8"
46,78,59,42,51,7.83,15.07,6,47,39,100,69,90,100,21,94,"8"
42,100,10,77,7.81,47,68,43,100,68,83,60,66,30,68,33.53,"4"
93,75,80,100,17.33,74,51,38,96,4,6,5.91,32,43,100,79,"8"
8.44,95,45,100,60,64,43,20,23,14.49,5,39,52,40,100,36,"7"
75,100,24.48,88,54,58,100,24,44,17.14,2,29,41,65,22,96,"8"
45,84,73,100,100,98,82,72,69,43,61,14,31,2.98,28.99,2,"3"
88,97,28,91,26,43,100,5,23.19,9.6,37,51,94,100,31,87,"8"
81,100,52,87,19,65,25.01,44,89,40,100,43,78,21,78,32.09,"4"
30.19,65,25,79,55,100,62,92,62,68,62,44,78,22,100,23.61,"1"
9,70,32,100,59,78,36,43,7.78,15,6,10,52,1,100,6.18,"2"
100,100,82,92,46,70,16,44,8.87,15,36,18.37,60,20,12,32,"6"
48,88,91,69,76,100,16,75,93,75,100,56,84,11,25.33,13.87,"9"
24,78,59,100,100,91,71,59,61,47,88,19,48,8.07,19.02,13,"3"
48,84,55,58,85,83,34,100,67,65,100,28,59,4.89,22.68,6.96,"9"
28,64,39,100,78,98,62,61,30,31,13.92,13,51,10,100,9.75,"2"
36,98,8,67,3.18,21,40,5.5,85,29,100,72,59,100,15,75,"0"
10,46,17.99,71,38,94,79,100,76,75,72,50,76,24,100,21.11,"1"
37,75,46,100,69,80,40,44,1,15,5.9,16,50,7,100,9.68,"2"
21.61,75,21,100,52,81,46,44,17,18,28,24,65,12,100,17.45,"2"
13,77,21,58,46,25,11,7.83,5.79,42,2,88,49,98,100,100,"5"
35,79,66,100,87,72,69,38,36,10,14.24,5.535,50,4,100,5,"2"
100,100,78,96,32,66,7.34,33,11,7.46,89,11,85,35,3,24,"6"
35,90,75,100,88,74,58,54,100,41,88,14,44,4,20.39,5.39,"3"
55,94,9,78,56,57,60,4,7.18,5.18,4,43,40,93,100,100,"5"
49,72,46,100,14.59,71,48,35,79,13.19,11,21,40,58,100,86,"8"
8,87,3.21,43,10,6.8,61,3,95,38,100,81,53,100,1,83,"0"
20,67,6.32,27,36,6.82,84,17,100,60,77,100,31,85,10,44,"0"
100,84,57,88,73,43,63,6.66,21.77,6,45,45,99,80,83,100,"8"
54,57,70,100,17.08,83,37,41,90,6.69,19,5.5475,36,45,100,82,"8"
23.53,75,19,99,57,100,66,73,56,46,38,20,55,2,100,3.94,"2"
19.21,60,34,83,57,100,51,64,48,29,13,2.53,20,2,100,4,"1"
15,100,9.91,79,1,44,55,25,93,54,100,68,75,35,66,32.43,"4"
100,100,74,86,48,73,29,59,16,44,6,29,20.66,15,35.95,20.04,"1"
25.95,100,19,90,8,60,1,29,53,24,95,43,96,30,100,36.35,"4"
15,100,3.15,58,9,14,47,7.59,84,16,100,57,77,92,38,95,"0"
69,67,100,100,42,94,31,57,86,69,90,43,58,7,17.7,7.76,"9"
17,100,7.74,71,5,43,78,40,100,55,91,59,87,29,78,35.32,"4"
19,86,9,55,13,16,60,4.74,96,33,100,72,57,100,14.42,82,"0"
74,100,36,82,11.4,53,25,31,85,33,100,62,61,35,48,33.9,"4"
13.81,85,34,100,100,94,82,45,49,4.89,11,3,29,31,96,31,"7"
24.53,71,44,85,85,100,100,96,95,71,88,46,86,21,85,19.69,"1"
67,89,25,100,33,75,51,94,85,64,100,23,56,7.21,13.97,10,"9"
26,100,11,80,10.02,46,69,33,100,52,88,66,55,33,20,34.55,"4"
100,100,58,79,30,53,18,24,42,5.29,93,10,52,23,21.91,16,"6"
26.82,69,56,76,85,99,98,100,100,75,97,50,92,25,92,20.99,"1"
79,86,27,68,8.49,35,11,5.69,70,5,100,37,84,71,43,100,"0"
21.76,54,35,63,68,80,98,100,100,85,81,57,64,29,50,21.39,"1"
61,73,52,100,14,72,54,36,58,9.74,13,17,45,49,100,79,"8"
40,56,100,92,26,100,15,51,77,9,22.13,14.66,16,46,100,80,"8"
27,86,50,100,100,95,64,72,50,47,80,21,53,4.13,22.38,3,"3"
24.61,50,52,75,100,100,92,63,80,26,45,6.25,12,3,90,2,"1"
25.58,66,21,72,65,88,100,100,94,75,87,49,79,23,79,17.41,"1"
78,100,33,80,17.13,57,69,56,100,68,70,75,43,38,16,33.83,"4"
19,89,64,100,70,61,41,27,6.14,4,4,3,52,4,100,5.17,"2"
8,81,53,100,100,94,64,66,77,54,99,30,54,8,10.3,13.32,"3"
26.07,45,36,69,68,93,88,100,84,75,84,50,84,24,100,18.94,"1"
76,100,52,60,19.63,27,58,27,100,55,98,85,95,42,90,38.86,"4"
15,100,4,72,6.79,38,48,31,100,38,96,64,81,32,63,34.03,"4"
72,100,19,78,26,62,100,66,81,89,53,68,33,33,21.22,38.45,"4"
15.65,83,33,92,100,100,95,69,60,35,30,26.07,26,31,86,36,"7"
63,100,41,72,5.97,46,4,39,58,32,100,52,86,37,77,33.12,"4"
35,55,46,55,100,23,60,12.63,5,28,32,64,65,100,49.83,79,"8"
23.08,81,43,80,100,100,86,86,57,65,36,43,21,21,18,21.95,"1"
10,73,3.96,38,26,2.26,75,12,100,52,89,95,39,100,3,67,"0"
16,100,59,99,69,80,76,64,100,42,85,16,45,2,20.91,6.48,"3"
19,100,13.25,76,29,53,98,58,100,83,87,68,84,34,86,33.95,"4"
13.21,53,40,72,82,95,100,100,68,75,38,51,18,25,10,24.13,"1"
50,100,63,96,30,65,22.87,36,13,8,85,22,100,30,80,34.56,"4"
54,81,46,98,86,100,75,58,43,24,19.05,8.11,48,2,100,8,"2"
35,86,67,100,100,84,57,66,95,44,96,12,48,6.78,17.52,11,"3"
46,90,41,60,99,87,54,100,89,98,100,58,67,20,26,18.4,"9"
100,87,52,100,13,75,65,62,96,76,84,41,60,7,14.74,7.29,"9"
2,64,21,100,47,81,30,44,9.25,12,7,24,53,14,100,15.22,"2"
11,74,22,100,93,98,91,69,49,41,12.86,17,25,3.42,100,6,"2"
40,100,15.16,75,73,40,81,7.21,1,9,54,51,100,93,15,98,"8"
19.89,54,53,76,98,100,91,94,84,68,79,42,70,16,100,19.56,"1"
14.63,44,33,65,73,87,100,100,79,75,56,50,39,24,59,24.19,"1"
56,68,100,95,46,100,23.95,74,48,70,99,62,74,30,40,21.85,"9"
58,91,93,100,77,73,97,49,100,20,70,5.78,26,7,36.97,28,"3"
64,94,50,74,90,36,55,10.37,13.9,15,48,51,100,86,24,100,"8"
34,74,62,100,100,86,69,60,75,48,90,19,50,1,22.79,7.8,"3"
1,80,33,100,84,93,54,64,84,44,100,15,52,4.15,14.7,1,"3"
32,82,73,100,100,92,66,66,76,44,92,18,48,3,19.05,6.27,"3"
25.08,73,25,100,54,99,39,65,18,35,22,7,61,5,100,5.7,"2"
12.57,96,58,100,86,86,65,44,55,9.56,38,11,38,39,100,42,"7"
38,77,86,97,100,100,41,92,23,56,80,44,56,12,29.62,17.83,"5"
51,81,86,100,81,85,81,58,88,31,56,6,37.155,3.28,100,2,"1"
2,94,51,100,100,95,69,71,100,46,97,17,51,5,16.86,8.66,"3"
34,100,28,92,11.74,55,46,37,100,38,80,76,65,40,54,38.58,"4"
24.76,80,25,100,56,97,61,61,40,29,38,5.55,69,2.41,100,4,"2"
39,99,17.65,65,74,52,74,9,21,11.97,23,50,24,99,100,100,"5"
41,100,15.99,82,18,50,81,39,100,58,68,65,37,33,13,36.06,"4"
23,49,81,69,100,100,35,87,33,53,68,21,13,18.15,33.14,28,"8"
40,88,23,45,39,6.09,85,3,100,49,79,93,32,100,15.27,67,"0"
17.3,95,40,100,59,80,32,56,5,32,14,7,57,3.56,100,1,"2"
4,87,17,67,40,34,9,11.13,3.87,39,2,84,48,100,100,97,"5"
39,96,2,70,53,38,63,9.91,6.95,10,6,55,31,94,100,100,"5"
39,86,78,61,100,100,33,85,83,74,83,54,75,6,23.91,8.97,"9"
22.96,93,40,100,57,56,44,5,20,10.95,18,34,59,44,100,54,"7"
68,100,41,94,13,61,4.76,27,32,6,100,20,60,32,9,7,"6"
100,93,34,100,24.2,73,64,71,87,94,74,62,64,31,62,20.93,"9"
21,71,65,100,95,77,65,34,24,8.31,13.07,10,51,23,100,1,"2"
10.33,81,44,100,100,86,79,45,49,5,29,4.44,26,34,90,32,"7"
13.36,95,53,100,100,86,98,51,80,18,55,17.92,33,31,87,34,"7"
93,100,60,90,24.27,55,82,50,100,78,90,86,80,41,71,39.23,"4"
25,100,16.19,66,14,33,76,29,100,47,74,82,48,42,29,39.57,"4"
59,100,17,69,5.41,31,32,7.835,86,22,100,61,78,97,16,96,"0"
43,92,70,100,68,66,39,37,14.72,18,17,34,56,13,100,17.77,"2"
8,81,42,98,92,100,100,79,63,60,65,36,44,14,14.66,21.72,"3"
76,76,47,100,35.45,84,48,66,83,68,100,33,87,5.17,26,4.34,"9"
27.7,100,46,96,91,94,100,82,72,59,53,33,49,5,66,25.95,"7"
33.28,100,6,81,7,48,97,48,100,84,74,71,55,36,39,37.23,"4"
32,97,34,58,61,21,19.33,11.06,5,35,55,66,100,100,39,93,"8"
54,95,22,100,22.73,61,86,62,100,75,57,100,48,49,47,41.86,"4"
27.6,56,30,73,64,87,99,100,100,79,85,52,79,23,97,17.49,"1"
5,85,44,100,72,71,52,33,21,14.33,9.14,34,50,41,100,45,"7"
34,100,21,73,16.92,44,79,40,97,62,100,54,86,22,79,31.63,"4"
16,100,8,83,4.83,52,40,40,88,55,100,57,75,29,60,30.9,"4"
72,91,21,75,13,30,53,6.49,100,24,100,69,55,100,11.42,88,"0"
23,73,30,100,80,93,60,61,90,44,100,10,50,8.71,14.44,15,"3"
27.91,56,56,69,82,92,92,100,85,75,85,50,86,24,100,19.23,"1"
59,43,100,79,64,100,22,66,55,28,12,24.68,28.02,27,67,56,"8"
100,100,61,99,24,66,5.08,31,22,8.11,93,13,70,33,3,18,"6"
4,86,38,100,44,74,24,47,8.38,20,21,1,60,2.83,100,1,"2"
42,100,8,77,3.78,32,30,3.46,72,7,100,42,81,80,40,81,"0"
53,100,30,82,6.97,61,2,39,79,40,100,44,84,21,100,31.88,"4"
21,83,5.61,65,8.77,28,35,6.11,84,17,100,53,84,88,30,100,"0"
100,88,20,100,43,54,78,10,19.79,10.91,12,42,83,74,50,93,"8"
9,100,4,86,7.36,62,4,37,54,25,100,42,79,24,84,33.89,"4"
30.16,100,22,86,60,80,100,80,84,65,66,42,51,18,47,30.79,"7"
92,78,42,100,15.72,70,41,36,86,2,19,5.58,28,34,100,63,"8"
61,83,4,66,29,100,80,85,100,46,100,6,43,17.95,35.23,29,"9"
42,100,15,73,5.83,45,4,17,51,7.47666666666667,100,16,92,43,34,39,"6"
41.29,17,100,38,96,69,91,100,78,94,70,62,65,31,70,20.94,"1"
40,97,14.69,60,54,41,43,8.64,12,13,20,60,33,99,100,100,"5"
71,73,92,100,18,81,25,45,45,9,16.74,11.28,18,33,100,52,"8"
19.25,44,41,62,78,85,100,100,87,75,70,50,55,25,41,23.81,"1"
66,100,39,86,11,64,36,45,100,57,66,45,32,23,23.29,33.99,"4"
62,100,15,83,3,62,15.75,40,79,34,100,43,79,22,88,33.34,"4"
81,100,39,94,69,77,63,73,86,41,100,9,52,4.05,25.42,2,"9"
31,88,3,84,77,100,100,96,69,72,37,49,14,24,25.27,23.14,"1"
3,88,3.64,51,16,10,64,2.88,98,34,100,76,56,100,5,85,"0"
25,100,45,97,24,63,20.59,29,43,14,91,37,89,34,100,35.48,"4"
34,89,96,100,93,99,24,86,60,72,100,46,63,16,21.4,18.36,"5"
93,100,24,77,9,56,100,53,96,80,74,73,39,36,23.4,35.54,"4"
11,91,41,100,64,79,53,50,84,29,100,8,51,3.93,13.1,2,"3"
7,71,38,49,70,20,25,7.99,1,34,8.91,69,33,100,100,97,"5"
47,100,77,100,72,55,42,19,8.02,7.38,5,12,52,7,100,7.63,"2"
29,79,80,70,75,100,16,79,91,78,100,46,81,10,25.78,13.06,"9"
18.16,100,3,84,5,60,16,37,60,35,80,45,80,21,100,32.58,"4"
17.49,96,43,100,70,70,59,29,39,14.51,19,39,52,45,100,44,"7"
17.97,75,33,100,66,77,68,40,60,5,51,5.9,48,30,100,33,"7"
74,100,25,92,7.16,63,3,32,39,6,100,9,74,25,38,13.63,"6"
87,100,48,100,17,67,6,31,38,5.8,100,12,52,29,12.76,4,"6"
18.01,94,48,100,85,80,78,41,75,6.68,96,1,100,32,45,37,"7"
8,65,3,100,46,99,35,55,16.2,24,4,8,52,4.5,100,2,"2"
56,92,100,100,87,99,44,87,28,54,68,36,45,6,26.76,7.1,"5"
13,100,18,72,100,85,18,95,12,75,98,67,64,30,20.29,28.25,"9"
33,100,100,99,66,98,7,86,32,65,81,38,66,5,19.69,6.06,"5"
78,91,11,100,6,67,38,34,51,13.76,15.62,20,35,51,100,72,"8"
13,87,61,100,100,86,69,59,73,51,87,21,46,3.95,14.69,5,"3"
21.53,68,16,97,56,100,62,66,43,33,23,2,61,2.62,100,3.72,"2"
10.47,87,26,100,95,82,88,41,63,9.27,27,11,15,40,100,43,"7"
24,100,5,57,7.6,13,41,7.46,84,25,100,65,57,86,7,87,"0"
47.5,40.31,38,14,71,32,93,55,100,81,76,100,48,82,73,62,"9"
85,100,67,82,32,50,15.92,30,51,35,100,39,82,35,55,33.32,"4"
38,97,21,61,38,16,4,11.06,4.35,45,11,88,55,100,100,99,"5"
100,65,72,100,17.65,85,20,52,79,78,99,48,83,5,14,4.34,"9"
3,97,42,63,100,31,61,12.11,17.01,19,38,57,80,95,32,100,"8"
65,100,28,74,5.38,45,4.79,13,50,4.17666666666667,100,12,58,24,5,13,"6"
